Ligand#,index_Rh,index_donor_max,index_donor_min,element_Rh,element_donor_max,element_donor_min,distance_pi_bond_1,distance_pi_bond_1_element_1,distance_pi_bond_1_element_2,distance_pi_bond_1_element_1_idx,distance_pi_bond_1_element_2_idx,distance_pi_bond_2,distance_pi_bond_2_element_1,distance_pi_bond_2_element_2,distance_pi_bond_2_element_1_idx,distance_pi_bond_2_element_2_idx,dihedral_angle_1,dihedral_angle_1_element_1,dihedral_angle_1_element_2,dihedral_angle_1_element_3,dihedral_angle_1_element_4,dihedral_angle_1_index_1,dihedral_angle_1_index_2,dihedral_angle_1_index_3,dihedral_angle_1_index_4,dihedral_angle_2,dihedral_angle_2_element_1,dihedral_angle_2_element_2,dihedral_angle_2_element_3,dihedral_angle_2_element_4,dihedral_angle_2_index_1,dihedral_angle_2_index_2,dihedral_angle_2_index_3,dihedral_angle_2_index_4,NE_quad,NW_quad,SW_quad,SE_quad,"+,+,+_octant","-,+,+_octant","-,-,+_octant","+,-,+_octant","+,-,-_octant","-,-,-_octant","-,+,-_octant","+,+,-_octant",bite_angle,cone_angle,distance_Rh_max_donor_gaussian,distance_Rh_min_donor_gaussian,buried_volume_Rh_3.5A,buried_volume_donor_max,buried_volume_donor_min,buried_volume_Rh_4A,buried_volume_Rh_5A,buried_volume_Rh_6A,buried_volume_Rh_7A,dispersion_p_int_Rh_gfn2_xtb,dispersion_p_int_donor_max_gfn2_xtb,dispersion_p_int_donor_min_gfn2_xtb,sasa_gfn2_xtb,ip_gfn2_xtb,dipole_gfn2_xtb,ea_gfn2_xtb,electrofugality_gfn2_xtb,nucleofugality_gfn2_xtb,nucleophilicity_gfn2_xtb,electrophilicity_gfn2_xtb,HOMO_LUMO_gap_gfn2_xtb,optimization_success_dft,wall_time_dft,cpu_time_dft,sum_electronic_and_free_energy_dft,sum_electronic_and_enthalpy_dft,zero_point_correction_dft,entropy_dft,orbital_occupation_min_donor_Rh_dft,anti_orbital_occupation_min_donor_Rh_dft,orbital_occupation_max_donor_Rh_dft,anti_orbital_occupation_max_donor_Rh_dft,orbital_occupation_min_donor_other_atom_1_dft,orbital_occupation_min_donor_other_atom_1_element_dft,orbital_occupation_min_donor_other_atom_1_index_dft,orbital_occupation_min_donor_other_atom_2_dft,orbital_occupation_min_donor_other_atom_2_element_dft,orbital_occupation_min_donor_other_atom_2_index_dft,orbital_occupation_min_donor_other_atom_3_dft,orbital_occupation_min_donor_other_atom_3_element_dft,orbital_occupation_min_donor_other_atom_3_index_dft,anti_orbital_occupation_min_donor_other_atom_1_dft,anti_orbital_occupation_min_donor_other_atom_1_element_dft,anti_orbital_occupation_min_donor_other_atom_1_index_dft,anti_orbital_occupation_min_donor_other_atom_2_dft,anti_orbital_occupation_min_donor_other_atom_2_element_dft,anti_orbital_occupation_min_donor_other_atom_2_index_dft,anti_orbital_occupation_min_donor_other_atom_3_dft,anti_orbital_occupation_min_donor_other_atom_3_element_dft,anti_orbital_occupation_min_donor_other_atom_3_index_dft,orbital_occupation_max_donor_other_atom_1_dft,orbital_occupation_max_donor_other_atom_1_element_dft,orbital_occupation_max_donor_other_atom_1_index_dft,orbital_occupation_max_donor_other_atom_2_dft,orbital_occupation_max_donor_other_atom_2_element_dft,orbital_occupation_max_donor_other_atom_2_index_dft,orbital_occupation_max_donor_other_atom_3_dft,orbital_occupation_max_donor_other_atom_3_element_dft,orbital_occupation_max_donor_other_atom_3_index_dft,anti_orbital_occupation_max_donor_other_atom_1_dft,anti_orbital_occupation_max_donor_other_atom_1_element_dft,anti_orbital_occupation_max_donor_other_atom_1_index_dft,anti_orbital_occupation_max_donor_other_atom_2_dft,anti_orbital_occupation_max_donor_other_atom_2_element_dft,anti_orbital_occupation_max_donor_other_atom_2_index_dft,anti_orbital_occupation_max_donor_other_atom_3_dft,anti_orbital_occupation_max_donor_other_atom_3_element_dft,anti_orbital_occupation_max_donor_other_atom_3_index_dft,dipole_moment_dft,lone_pair_occupancy_min_donor_dft,lone_pair_occupancy_max_donor_dft,dispersion_energy_dft,nbo_charge_Rh_dft,nbo_charge_min_donor_dft,nbo_charge_max_donor_dft,mulliken_charge_Rh_dft,mulliken_charge_min_donor_dft,mulliken_charge_max_donor_dft,homo_energy_dft,lumo_energy_dft,homo_lumo_gap_dft,hardness_dft,softness_dft,electronegativity_dft,electrophilicity_dft
L48,24,11,25,Rh,P,P,1.393914628,C,C,93,90,1.394239493,C,C,92,89,5.548385963,P,Rh,C,H,11,24,84,87,4.636151707,P,Rh,C,H,25,24,84,88,0.394798563,0.385414117,0.398046259,0.353865071,0.064862834,0.082681043,0.081798671,0.06456112,0.724734292,0.688147191,0.625931471,0.731531398,89.10539642,234.4716877,2.373643865,2.371754249,0.49435683,0.897491148,0.8980444,0.498161194,0.47973495,0.442723026,0.383055197,50.56159273,55.86177368,57.32670299,898.4736366,3.413280877,0.775053281,5.326127424,4.059284761,0.165876461,-3.413280877,0.646003884,0.072844439,TRUE,1.483916667,46.00275,-2906.365925,-2906.235179,0.799552,0.000438524,1.88978,0.34323,1.88866,0.34346,1.95095,C,26,1.94935,C,32,1.95151,C,38,0.06419,C,26,0.06174,C,32,0.05117,C,38,1.95159,C,9,1.95121,C,12,1.94946,C,18,0.05071,C,9,0.06428,C,12,0.06123,C,18,4.566810066,1.13822,1.13669,-4.967469169,-0.23127,1.08446,1.0865,-0.444246,0.351292,0.351888,-8.198246088,-4.366338845,3.831907243,1.915953621,0.521933302,6.282292466,10.29962265
L49,28,29,11,Rh,P,P,1.394510399,C,C,117,114,1.394370581,C,C,116,113,5.40719775,P,Rh,C,H,29,28,108,111,5.431450572,P,Rh,C,H,11,28,108,112,0.455391858,0.37588166,0.455352009,0.376026824,0.11942754,0.098279091,0.098341711,0.119586936,0.791356176,0.653484228,0.653711937,0.791117082,89.36178704,243.0673852,2.373698307,2.374570399,0.496837728,0.897991987,0.897881336,0.500430606,0.490476491,0.464045988,0.41567732,52.01438174,58.4153853,56.48938939,1071.613729,3.144604123,1.36668534,5.118865725,3.65296781,0.235497962,-3.144604123,0.508363687,0.072401805,TRUE,2.378944444,73.39125,-3220.096021,-3219.929623,1.018513,0.000558102,1.88303,0.34269,1.88166,0.34288,1.95114,C,9,1.95091,C,12,1.94927,C,20,0.05283,C,9,0.06659,C,12,0.06481,C,20,1.94987,C,30,1.95122,C,38,1.9511,C,46,0.0636,C,30,0.06663,C,38,0.05297,C,46,1.466844296,1.13634,1.1359,-5.806757937,-0.22978,1.08773,1.08833,-0.461528,0.354113,0.354607,-7.991711675,-4.135858414,3.855853262,1.927926631,0.518691938,6.063785045,9.536018767
L50,44,11,45,Rh,P,P,1.387810198,C,C,205,202,1.391807264,C,C,204,201,9.117102554,P,Rh,C,H,45,44,196,200,-5.96358567,P,Rh,C,H,11,44,196,199,0.581209475,0.404422104,0.595654748,0.560889316,0.277639571,0.081884062,0.362842488,0.327018211,0.884779379,0.726960145,0.758936145,0.864291285,88.85811008,253.9951101,2.338556818,2.312874412,0.516312197,0.916028,0.89824823,0.536698529,0.570722699,0.567127761,0.535505485,60.06414981,68.50963844,62.60927385,1303.944198,3.101255835,1.832484834,5.232657769,3.661446562,0.173532958,-3.101255835,0.560190727,0.075795007,TRUE,9.583222222,296.9863889,-4618.180521,-4617.938454,1.83186,0.000811897,1.84465,0.34079,1.83936,0.3488,1.94931,C,46,1.94623,C,62,1.95233,C,78,0.06665,C,46,0.07269,C,62,0.06093,C,78,1.94886,C,9,1.95339,C,12,1.95087,C,28,0.07193,C,9,0.06108,C,12,0.06288,C,28,2.926654893,1.11568,1.11831,-9.754522424,-0.27416,1.11891,1.11622,-0.54932,0.327666,0.334625,-7.878784427,-3.962794005,3.915990423,1.957995211,0.510726479,5.920789216,8.95194859
L51,24,25,17,Rh,P,P,1.385467305,C,C,81,78,1.39634386,C,C,80,77,-2.445255608,P,Rh,C,H,17,24,72,75,-5.762660484,P,Rh,C,H,25,24,72,76,0.308798666,0.302015792,0.311943893,0.310489403,0.034981755,0.031640129,0.064640818,0.063536431,0.582615576,0.572391454,0.556337988,0.560351355,89.98334874,223.6568951,2.333149335,2.405670229,0.504082417,0.906302413,0.917577106,0.509760412,0.485874381,0.408932378,0.308247895,50.37417845,59.65970429,59.61071068,711.8328961,3.253033768,0.199929735,4.701624599,3.608589883,0.499931516,-3.253033768,0.355556115,0.077602732,TRUE,0.723916667,22.53597222,-2226.108198,-2225.996238,0.747406,0.000375516,1.88615,0.33881,1.88648,0.3392,1.95216,C,16,1.95657,C,18,1.95947,C,21,0.0564,C,16,0.05757,C,18,0.06095,C,21,1.95199,C,7,1.95668,C,26,1.95945,C,29,0.05473,C,7,0.06121,C,26,0.0603,C,29,4.563988745,1.17096,1.14671,-3.930067405,-0.2364,1.03526,1.08003,-0.487528,0.317327,0.321757,-8.534034579,-4.346746648,4.187287931,2.093643966,0.477636129,6.440390614,9.905846442
L52,44,13,14,Rh,P,P,1.389033182,C,C,86,83,1.389061863,C,C,85,82,-5.658645328,P,Rh,C,H,14,44,77,81,-5.581486914,P,Rh,C,H,13,44,77,80,0.381548761,0.369685136,0.381796394,0.368526668,0.04783022,0.159208257,0.159060246,0.047078782,0.715267302,0.580162015,0.577993089,0.716514007,91.01959816,221.9958059,2.328430196,2.32776979,0.514233135,0.89887719,0.899226612,0.516653994,0.500299581,0.451913919,0.375445455,52.59780782,57.96461815,57.18712656,839.6641665,3.390390709,0.277902021,5.247445959,3.991690939,0.199854271,-3.390390709,0.60130023,0.075566883,TRUE,1.147194444,35.67111111,-2715.843476,-2715.72408,0.74242,0.000400456,1.883,0.34195,1.88312,0.34188,1.94889,C,7,1.952,C,19,1.95246,C,20,0.06587,C,7,0.06693,C,19,0.0587,C,20,1.94896,C,2,1.95251,C,17,1.95203,C,18,0.06601,C,2,0.0586,C,17,0.06691,C,18,5.51916626,1.12008,1.12047,-4.701106235,-0.28759,1.11431,1.11379,-0.544025,0.396868,0.397638,-8.533218238,-4.356542747,4.176675491,2.088337746,0.478849746,6.444880492,9.944867549
L53,12,13,11,Rh,P,P,1.391548381,C,C,79,76,1.389716142,C,C,78,75,-16.36647244,P,Rh,C,H,11,12,70,74,-16.16677688,P,Rh,C,H,13,12,70,73,0.295514707,0.308283475,0.298460689,0.287667295,0.033735049,0.08925044,0.028583139,0.069809806,0.557294365,0.527316509,0.54675145,0.527111572,84.75121347,220.9726869,2.332377832,2.339179171,0.53972349,0.875186359,0.893455321,0.546008938,0.509799439,0.408712413,0.297559105,53.40101521,55.76654991,63.36791325,670.0514749,3.096383355,1.551338701,4.022852656,3.261186311,0.9879503,-3.096383355,0.164802956,0.080993456,TRUE,0.530944444,16.38630556,-1926.207161,-1926.10345,0.761223,0.000347848,1.88851,0.33844,1.88848,0.34445,1.95596,C,4,1.95974,C,7,1.96581,C,15,0.05694,C,4,0.05715,C,7,0.05197,C,15,1.96838,C,14,1.95904,C,16,1.95745,C,22,0.05522,C,14,0.0597,C,16,0.05897,C,22,4.257214278,1.18443,1.17994,-3.499044786,-0.29472,1.02707,1.0212,-0.715446,0.196975,0.233738,-8.947647632,-4.643894973,4.30375266,2.15187633,0.464710721,6.795771302,10.73075319
L54,12,5,13,Rh,P,P,1.393244374,C,C,96,93,1.387038793,C,C,95,92,12.91260851,P,Rh,C,H,5,12,87,91,-8.035130636,P,Rh,C,H,13,12,87,90,0.393734025,0.399674377,0.36767276,0.403852832,0.193535349,0.127146866,0.048262867,0.057570462,0.593932701,0.672201887,0.759442797,0.677775058,92.87288057,219.338985,2.367912439,2.318308586,0.529264117,0.915800876,0.903716688,0.532931693,0.517223913,0.468823983,0.391304657,47.48728008,57.08452429,58.11860272,889.5941053,3.478806131,0.934061848,5.403946829,4.176176869,0.139423909,-3.478806131,0.697370738,0.078500733,TRUE,1.243527778,38.48011111,-2871.518005,-2871.390332,0.833576,0.000428217,1.88826,0.34418,1.88569,0.34676,1.95493,C,14,1.95293,C,20,1.95429,C,26,0.05613,C,14,0.065,C,20,0.04859,C,26,1.95596,C,4,1.95448,C,6,1.95471,C,39,0.04459,C,4,0.05552,C,6,0.06464,C,39,4.198028829,1.11692,1.13569,-5.23843105,-0.26063,1.11454,1.08422,-0.478419,0.331534,0.348348,-8.625192719,-4.395727141,4.229465578,2.114732789,0.472872982,6.51045993,10.02161803
L55,27,12,3,Rh,P,P,1.388595589,C,C,69,66,1.388618556,C,C,68,65,-8.785452904,P,Rh,C,H,3,27,60,63,-8.540452612,P,Rh,C,H,12,27,60,64,0.240625516,0.267529303,0.24067675,0.26758623,0.01271184,0.052703187,0.052686109,0.012945242,0.468539192,0.482355419,0.482486352,0.468408259,82.90625742,229.2443314,2.312279546,2.312129121,0.459368012,0.863550596,0.863643776,0.457300137,0.419123096,0.337255658,0.25416707,45.6285422,56.29524509,57.07237373,676.4332625,3.172166939,0.262816171,4.608104482,3.487775116,0.553503695,-3.172166939,0.315608177,0.088507731,TRUE,0.362277778,10.57147222,-1995.219748,-1995.123406,0.636599,0.000323133,1.89937,0.32674,1.89946,0.32662,1.96464,C,2,1.9565,C,4,1.94786,C,19,0.03544,C,2,0.05818,C,4,0.07327,C,19,1.95657,C,11,1.96472,C,13,1.94787,C,20,0.05821,C,11,0.03547,C,13,0.07321,C,20,9.524121222,1.17921,1.17936,-3.292689884,-0.28655,1.07558,1.07528,-0.502682,0.286956,0.287641,-9.012138615,-4.692875466,4.319263149,2.159631574,0.463041943,6.85250704,10.87149616
L56,33,2,4,Rh,P,P,1.38922468,C,C,71,68,1.388497704,C,C,70,67,11.69315362,P,Rh,C,H,4,33,62,66,-4.468213659,P,Rh,C,H,2,33,62,65,0.337282182,0.346649551,0.300857323,0.299126737,0.078240722,0.124852701,0.052150994,0.0152451,0.596323642,0.5684464,0.54610248,0.586469547,83.64344184,213.5336292,2.30937519,2.303599377,0.517092574,0.876380218,0.86063292,0.519827292,0.488379427,0.409526509,0.320946927,55.3372679,59.58756655,52.47170255,764.294761,3.134510095,1.117705889,4.948354132,3.566434201,0.329569974,-3.134510095,0.431924106,0.082054246,TRUE,0.531638889,16.44044444,-2295.131221,-2295.021255,0.62661,0.000368828,1.87692,0.33818,1.87842,0.33567,1.96787,C,3,1.95459,C,7,1.94936,C,8,0.05647,C,3,0.0573,C,7,0.06772,C,8,1.97101,C,1,1.94831,C,5,1.95168,C,6,0.04215,C,1,0.06632,C,5,0.06644,C,6,3.489468786,1.12982,1.12555,-3.436033738,-0.30527,1.10027,1.1023,-0.480316,0.323781,0.348691,-8.561790192,-4.312460303,4.249329889,2.124664945,0.470662446,6.437125247,9.751321392
L57,9,10,8,Rh,P,N,1.403969935,C,C,62,59,1.383024662,C,C,61,58,-5.735116923,P,Rh,C,H,10,9,53,56,5.057376665,N,Rh,C,H,8,9,53,57,0.322737287,0.180621417,0.258640123,0.332924406,0.086415466,0.003318855,0.019753733,0.063103784,0.559059107,0.357923979,0.64609508,0.454176463,85.89834273,210.0229647,2.27874887,2.098045271,0.473507967,0.87787691,0.820210585,0.468720905,0.436400224,0.365495034,0.273744329,45.14856397,54.26312449,45.51658901,669.4632575,3.840988064,1.404885421,5.136092597,4.441745943,0.310665282,-3.840988064,0.600757879,0.075552695,TRUE,0.320638889,9.767722222,-1779.083846,-1778.990916,0.559953,0.000311689,,,1.94852,0.48778,1.9649,C,4,1.97995,C,7,,,,0.03524,C,4,0.03089,C,7,,,,1.95455,C,11,1.95686,C,17,1.95462,C,23,0.05384,C,11,0.06192,C,17,0.05499,C,23,7.830653503,1.30287,1.11647,-2.959124772,-0.03147,-0.56574,1.13891,-0.303952,-0.374892,0.444408,-8.82737331,-4.890430121,3.936943189,1.968471595,0.508008347,6.858901716,11.94950765
L58,24,43,78,Rh,P,P,1.406781533,C,C,122,119,1.387819386,C,C,121,118,30.22789472,P,Rh,C,H,78,24,113,117,7.927405548,P,Rh,C,H,43,24,113,116,0.404405026,0.386356262,0.577475052,0.631202928,0.181489557,0.082515954,0.444925795,0.291273632,0.627320494,0.69019657,0.817480061,0.863676471,100.8226856,247.6641399,2.350801154,2.427586587,0.59777418,0.928851798,0.94152418,0.619405996,0.623862776,0.583262279,0.499915321,69.63885009,70.14840453,73.62846486,937.8453178,3.172171896,0.920466762,5.098919925,3.67449467,0.249402849,-3.172171896,0.502322774,0.062971101,TRUE,3.778805556,117.2512222,-6896.304897,-6896.153794,1.058942,0.000506802,,,1.84831,0.29228,1.95347,C,5,1.95036,C,12,1.9549,C,79,0.04885,C,5,0.04382,C,12,0.06074,C,79,1.95785,C,4,1.94998,C,13,1.95826,C,44,0.04299,C,4,0.07237,C,13,0.05167,C,44,68.33486592,1.14382,1.10647,-6.589632203,-0.20345,1.08259,1.15726,-0.522909,0.406552,0.452775,-7.81184442,-4.211506064,3.600338356,1.800169178,0.555503345,6.011675242,10.03801189
L59,52,19,18,Rh,P,P,1.395640433,C,C,112,109,1.389970499,C,C,111,108,14.70875122,P,Rh,C,H,19,52,103,107,5.029823443,P,Rh,C,H,18,52,103,106,0.490376459,0.410820719,0.413857785,0.471576257,0.286548676,0.132554949,0.120116359,0.168965576,0.694204243,0.689086489,0.823036154,0.658749993,96.38342375,241.6316849,2.343582538,2.334425683,0.537749255,0.92369782,0.889774739,0.543487369,0.543015436,0.510312259,0.446709751,50.64473765,0,52.94272316,985.54439,3.125647997,0.500981542,5.09768322,3.621755597,0.24442438,-3.125647997,0.4961076,0.076657265,TRUE,2.208222222,68.69794444,-2956.655228,-2956.501791,0.987105,0.00051463,1.88176,0.34485,1.88187,0.34584,1.94945,C,10,1.95283,C,20,1.94942,C,21,0.07011,C,10,0.05864,C,20,0.06602,C,21,1.94966,C,17,1.94945,C,22,1.95278,C,23,0.07034,C,17,0.06576,C,22,0.05867,C,23,6.043276019,1.12286,1.12699,-5.844285659,-0.245,1.10976,1.09651,-0.550386,0.411184,0.384326,-8.389814239,-4.165518823,4.224295415,2.112147708,0.473451737,6.277666531,9.329152723
L60,14,13,15,Rh,P,P,1.385661168,C,C,111,108,1.385687995,C,C,110,107,10.60721016,P,Rh,C,H,13,14,102,105,10.51527469,P,Rh,C,H,15,14,102,106,0.310967591,0.462595993,0.311218071,0.462846473,0.044647991,0.379966185,0.380154045,0.0445626,0.577287192,0.545225802,0.545538901,0.577873542,98.79168837,251.6481614,2.272468644,2.272321617,0.57592364,0.891877097,0.891842154,0.578436317,0.557458374,0.479641934,0.386739809,59.86667193,51.14383006,51.17884724,1020.197152,3.534323194,0.742368072,5.874893973,4.573214591,0.009997424,-3.534323194,1.038891397,0.094644891,TRUE,1.886583333,58.36861111,-3324.826556,-3324.679671,0.948848,0.000492655,1.8914,0.33688,1.89139,0.33685,1.95469,N,16,1.9721,O,19,1.95756,O,33,0.14764,N,16,0.11668,O,19,0.14091,O,33,1.9721,O,12,1.95469,N,43,1.95757,O,46,0.11669,O,12,0.14764,N,43,0.14088,O,46,5.097743363,1.11769,1.11771,-5.591201214,-0.44603,1.84797,1.84803,-0.925946,0.930916,0.931641,-8.233076661,-4.708113841,3.524962819,1.76248141,0.567381871,6.470595251,11.87774313
L61,5,4,6,Rh,P,P,1.387349438,C,C,139,136,1.387467016,C,C,138,135,-11.68022856,P,Rh,C,H,4,5,130,133,-11.6937041,P,Rh,C,H,6,5,130,134,0.410325453,0.598518185,0.409494316,0.600055219,0.085288308,0.455685033,0.459681322,0.083580492,0.735362598,0.741351338,0.740429117,0.735408139,105.7107949,277.6918119,2.309446712,2.308218542,0.556961657,0.879554137,0.879565785,0.590683384,0.617453328,0.583909701,0.504513614,63.77537654,63.49058134,63.72863341,1138.138124,3.565129642,2.8983697,6.001188614,4.720832425,0.00051417,-3.565129642,1.155702783,0.091603785,TRUE,4.453416667,137.96825,-4090.179722,-4090.007453,1.165239,0.000577793,1.90222,0.3372,1.90274,0.33718,1.97002,N,7,1.95851,O,10,1.96065,O,29,0.09483,N,7,0.18936,O,10,0.13759,O,29,1.96952,N,2,1.96032,O,44,1.95721,O,63,0.09541,N,2,0.13574,O,44,0.18924,O,63,10.4395207,1.13856,1.13914,-7.580925341,-0.40014,1.8492,1.84867,-0.771205,0.989645,0.989257,-8.085046726,-4.357086974,3.727959752,1.863979876,0.536486479,6.22106685,10.38146207
L62,7,6,8,Rh,P,P,1.389434785,C,C,111,108,1.389040078,C,C,110,107,13.33759079,P,Rh,C,H,6,7,102,105,-19.83084046,P,Rh,C,H,8,7,102,106,0.30569898,0.34060673,0.345320301,0.482395268,0.036376471,0.119199831,0.204778468,0.086990431,0.57502149,0.562013628,0.760012069,0.603650171,91.90352798,230.1925643,2.270251668,2.29652873,0.537766726,0.893903746,0.886070863,0.53645801,0.513193371,0.45033675,0.368538765,49.51342569,58.82289323,54.68427712,1016.016488,3.548547122,2.556842838,5.829965939,4.549864353,0.017351293,-3.548547122,1.001317231,0.091121952,TRUE,2.211833333,67.58072222,-3324.796106,-3324.651405,0.952565,0.00048533,1.9006,0.33513,1.90741,0.33912,1.96536,N,9,,,,,,,0.16612,N,9,,,,,,,1.96378,N,3,,,,,,,0.1574,N,3,,,,,,,10.29906081,1.13267,1.09974,-5.638688953,-0.40353,1.86124,1.86589,-0.718239,0.928823,0.947725,-8.206681617,-4.557090654,3.649590963,1.824795481,0.548006618,6.381886136,11.15973572
L63,57,13,14,Rh,P,P,1.404795413,C,C,121,118,1.388850478,C,C,120,117,17.66717695,P,Rh,C,H,14,57,112,115,27.67631904,P,Rh,C,H,13,57,112,116,0.482645748,0.54481308,0.433964466,0.443997882,0.218737013,0.238934779,0.203571612,0.149228921,0.746554482,0.850691381,0.684424153,0.718700011,103.9902634,237.2501251,2.405464998,2.324353596,0.572563362,0.91539904,0.902563595,0.58362687,0.585841664,0.549010159,0.476340351,63.63624701,0,0,1011.204388,3.149103603,0.750972342,5.038433307,3.621166253,0.279629343,-3.149103603,0.47206265,0.072835637,TRUE,2.975805556,91.33955556,-3223.30581,-3223.143731,1.061657,0.000543616,1.88561,0.36528,1.88949,0.35082,1.94808,C,3,1.95401,C,17,1.94966,C,18,0.05966,C,3,0.05615,C,17,0.06763,C,18,1.94995,C,12,1.9533,C,15,1.94331,C,16,0.05383,C,12,0.05904,C,15,0.07281,C,16,5.030655286,1.11913,1.15103,-6.222155417,-0.20311,1.11765,1.0496,-0.566397,0.394846,0.3302,-8.489135794,-4.208512812,4.280622982,2.140311491,0.467221712,6.348824303,9.416285946
L64,37,4,23,Rh,P,P,1.388968885,C,C,83,80,1.386543262,C,C,82,79,14.86559584,P,Rh,C,H,23,37,74,78,8.940507778,P,Rh,C,H,4,37,74,77,0.420740281,0.361234295,0.447219961,0.286531597,0.319731531,0.086859498,0.004918509,0.311858502,0.521749031,0.635609092,0.568144686,0.58258142,83.73938367,244.9947671,2.297078895,2.307650825,0.523457883,0.876490868,0.917076267,0.545380485,0.557241572,0.495050796,0.378940073,56.54637789,62.10345211,63.90355417,752.7142314,3.290298224,0.956152788,4.939185504,3.737888094,0.354404366,-3.290298224,0.44758987,0.08327555,TRUE,0.9275,28.84580556,-2377.899543,-2377.786781,0.748426,0.000378206,1.88925,0.33997,1.88867,0.34237,1.96717,C,7,1.94717,C,22,1.946,C,24,0.0528,C,7,0.06209,C,22,0.06528,C,24,1.94898,C,3,1.94445,C,5,1.96762,C,6,0.06297,C,3,0.06467,C,5,0.05398,C,6,2.979828217,1.19053,1.19394,-4.266852745,-0.29447,1.06495,1.05755,-0.459339,0.229036,0.239124,-8.750909318,-4.577227079,4.173682239,2.086841119,0.479193165,6.664068199,10.64043749
L65,31,4,1,Rh,P,P,1.38698321,C,C,69,66,1.387779662,C,C,68,65,4.511383099,P,Rh,C,H,4,31,60,63,1.642669291,P,Rh,C,H,1,31,60,64,0.316828245,0.32344603,0.304090787,0.304577515,0.015347569,0.036837581,0.097624429,0.088943033,0.618308921,0.610054479,0.511530601,0.519238542,84.108962,209.9323443,2.300048637,2.309190982,0.504431839,0.882896944,0.890397876,0.505376761,0.479616695,0.405115878,0.312215008,48.96339066,51.98380654,55.86347196,741.3946582,3.339656263,0.36926402,5.133824096,3.878619951,0.251139592,-3.339656263,0.538963688,0.080998238,TRUE,0.498277778,15.44466667,-2144.96344,-2144.861502,0.618103,0.000341902,1.88317,0.33733,1.89214,0.33206,1.95719,C,2,1.95388,C,5,1.95324,C,6,0.07009,C,2,0.05761,C,5,0.06346,C,6,1.95587,C,3,1.9542,C,7,1.95232,C,8,0.07353,C,3,0.05698,C,7,0.06613,C,8,3.206869149,1.13229,1.13093,-3.465100167,-0.32287,1.09807,1.10417,-0.515584,0.367074,0.321367,-8.811318593,-4.573961713,4.23735688,2.11867844,0.471992343,6.692640153,10.57060651
L66,21,4,10,Rh,P,P,1.388459814,C,C,67,64,1.38865366,C,C,66,63,-7.032748287,P,Rh,C,H,10,21,58,61,-3.6510427,P,Rh,C,H,4,21,58,62,0.261762579,0.238803846,0.261557642,0.238621679,0.038898345,0.041289287,0.039786409,0.003085453,0.484626814,0.436318405,0.437456949,0.52002983,84.06925172,214.4858149,2.31977022,2.320390525,0.449473537,0.869880963,0.820088287,0.453250109,0.430243054,0.350709783,0.250129509,46.55442399,60.11801401,51.07933665,645.5515502,3.044752197,1.789385934,4.0284949,3.205300461,0.978053364,-3.044752197,0.160548264,0.087597694,TRUE,0.3215,9.874666667,-1769.363745,-1769.268063,0.648188,0.000320919,1.89235,0.32803,1.89139,0.33228,1.97012,C,9,1.95796,C,11,1.96198,C,14,0.05394,C,9,0.05682,C,11,0.05593,C,14,1.95943,C,3,1.95956,C,5,1.96994,C,8,0.05704,C,3,0.06036,C,5,0.05321,C,8,8.588411432,1.18449,1.17112,-2.838633633,-0.28708,1.04398,1.03761,-0.449797,0.285037,0.224012,-8.957715845,-4.713556118,4.244159726,2.122079863,0.471235799,6.835635981,11.00946295
L67,23,12,11,Rh,P,P,1.388970932,C,C,61,58,1.38813943,C,C,60,57,-0.759217391,P,Rh,C,H,12,23,52,56,-11.27052957,P,Rh,C,H,11,23,52,55,0.157158878,0.263977047,0.181136608,0.292730968,0.010315206,0.039359455,0.057302904,0.008778172,0.30400255,0.488594639,0.528159032,0.353495044,85.45464663,215.39098,2.34766672,2.313965015,0.462670052,0.852648621,0.840395546,0.460139811,0.416799376,0.318370448,0.223765107,44.40816056,54.8641893,50.12893104,635.9631889,4.092304683,2.697613394,5.340733599,4.823385449,0.236347168,-4.092304683,0.731080766,0.05245592,TRUE,0.275277778,8.5145,-1873.953003,-1873.858516,0.561993,0.000316911,1.89064,0.33013,1.89059,0.32978,1.95572,C,2,1.97566,C,13,1.94658,C,14,0.07638,C,2,0.03647,C,13,0.07696,C,14,1.95597,C,1,1.9736,C,18,1.94871,C,19,0.0764,C,1,0.03662,C,18,0.07685,C,19,6.997809877,1.16403,1.17295,-2.806265924,-0.27704,1.05199,1.03286,-0.49052,0.306917,0.307066,-9.040982683,-5.322002688,3.718979995,1.859489997,0.537781866,7.181492685,13.86773719
